"id","drug_id","synonym"
"470","3","NCGC00094777-01"
"471","3","AZT + Rifampin"
"472","3","Rifampin (USP)"
"473","3","Rifampicin & EEP"
"474","3","Prestwick_833"
"475","3","R-Cin"
"476","3","Rifadin (TN)"
"477","3","Piperine & Rifampicin"
"478","3","Rifampicin & Propolis"
"479","3","Reserpine & Rifampicin"
"480","3","Prestwick2_000525"
"481","3","Prestwick3_000525"
"482","3","Spectrum5_002018"
"483","3","SCHEMBL23490"
"484","3","BSPBio_000509"
"485","3","L-5103-LEPETIT"
"486","3","8CI)"
"487","3","BPBio1_000561"
"488","3","CHEMBL374478"
"489","3","DTXSID6021244"
"490","3","HMS1569J11"
"491","3","HMS2089F12"
"492","3","HMS2096J11"
"493","3","HMS3713J11"
"494","3","DRG-0109"
"495","3","Tox21_111329"
"496","3","Tox21_201385"
"497","3","Tox21_300550"
"498","3","Ba 41166"
"499","3","BDBM50370232"
"500","3","GR-306"
"501","3","MFCD00151389"
"502","3","NIH-10782"
"503","3","AKOS015951372"
"504","3","Tox21_111329_1"
"505","3","BA-411661E"
"506","3","CCG-208267"
"507","3","DB01045"
"508","3","LS-7689"
"509","3","NCGC00022678-03"
"510","3","NCGC00022678-04"
"511","3","NCGC00022678-05"
"512","3","NCGC00022678-06"
"513","3","NCGC00179536-02"
"514","3","NCGC00254537-01"
"515","3","NCGC00258936-01"
"516","3","M880"
"517","3","ST057531"
"518","3","AB1009526"
"519","3","C06688"
"520","3","D00211"
"521","3","J10110"
"522","3","AB00383022_07"
"523","3","292R461"
"524","3","SR-05000002118"
"525","3","SR-05000002118-3"
"526","3","RMP"
"527","3","Rifampicin"
"528","3","rifampin"
"529","3","Rifampicine"
"530","3","13292-46-1"
"531","3","JQXXHWHPUNPDRT-WLSIYKJHSA-N"
"532","3","GTPL2765"
"533","3","SCHEMBL19627083"
"534","3","cid_5381226"
"535","3","BDBM200235"
"536","3","KUC109578N"
"537","3","ZINC169621223"
"538","3","KSC-233-049"
"539","3","NCGC00160500-01"
"540","3","101034-EP2272827A1"
"541","3","101034-EP2272832A1"
"542","3","101034-EP2272972A1"
"543","3","101034-EP2272973A1"
"544","3","101034-EP2277872A1"
"545","3","101034-EP2295402A2"
"546","3","101034-EP2295417A1"
"547","3","101034-EP2301544A1"
"548","3","101040-EP2295402A2"
"549","3","101040-EP2301544A1"
"550","3","Q422652"
"551","3","Rifampicin"
"552","3","rifampin"
"553","3","13292-46-1"
"554","3","HY-B0272"
"555","3","s1764"
"556","3","CS-2261"
"557","3","R0079"
"558","3","Rifampicin"
"559","3","13292-46-1"
"560","3","MLS001148237"
"561","3","MLS002548867"
"562","3","HMS2230H07"
"563","3","HMS3259C11"
"564","3","ZINC169722578"
"565","3","NC00480"
"566","3","SMR000653525"
"567","3","SMR001906767"
"568","3","Rifampicin"
"569","3","rifampin"
"570","3","13292-46-1"
"571","3","SCHEMBL23492"
"572","3","CHEMBL1332716"
"573","3","CHEMBL3637934"
"574","3","845504-52-1"
"575","3","AKOS024457984"
"576","3","NCGC00179536-01"
"577","3","Rifampicin"
"578","3","CHEMBL266092"
"579","3","SCHEMBL13230041"
"580","3","13292-46-1"
"581","3","BBL015174"
"582","3","STK080143"
"583","3","AKOS005392090"
"584","3","NCGC00241100-01"
"585","3","Rifampicin"
"586","3","rifampin"
"587","3","13292-46-1"
"588","3","MCULE-8210589684"
"589","3","Rifampicin"
"590","3","MLS000028552"
"591","3","SMR000058322"
"592","3","Prestwick0_000525"
"593","3","Prestwick1_000525"
"594","3","MLS001333745"
"595","3","SPBio_002430"
"596","3","CHEMBL1604283"
"597","3","HMS2230L24"
"598","3","13292-46-1"
"599","3","NCI60_000309"
"600","3","SR-01000000092"
"601","3","SR-01000000092-4"
"602","3","rifampin"
"603","3","Rifampicin"
"604","3","Rifampicin"
"605","3","13292-46-1"
"606","3","BIDD:PXR0014"
"607","3","Rifampicin"
"608","3","SCHEMBL23491"
"609","3","13292-46-1"
"610","3","AKOS034819783"
"611","3","AS-13687"
"612","3","CPD001906767"
"613","3","SAM002264646"
"614","3","BRD-K01507359-001-12-0"
"615","3","BRD-K01507359-001-22-9"
"616","3","rifampin"
"617","3","Rifampicin"
"618","3","ZINC94313219"
"619","3","SW196966-4"
"620","3","rifampin"
"621","3","Rifampicin"
"622","3","CHEMBL1523493"
"623","3","Rifampicin"
"624","3","CHEMBL1436940"
"625","3","13292-46-1"
"626","3","Rifampicin"
"627","3","13292-46-1"
"628","3","ZINC95544552"
"629","3","Rifampicin"
"630","3","KS-00000KBF"
"631","3","13292-46-1"
"632","3","rifampin"
"633","3","Rifampicin"
"634","3","13292-46-1"
"635","3","BCP28502"
"636","3","Rifampicin"
"637","3","Rifampicin,(S)"
"638","3","13292-46-1"
"639","4","indomethacin"
"640","4","53-86-1"
"641","4","indometacin"
"642","4","Indocin"
"643","4","Indometacine"
"644","4","Indomethacine"
"645","4","Indocid"
"646","4","Metindol"
"647","4","Amuno"
"648","4","Indomethazine"
"649","4","Imbrilon"
"650","4","Tannex"
"651","4","Indomethacinum"
"652","4","Artracin"
"653","4","Artrinovo"
"654","4","Artrivia"
"655","4","Confortid"
"656","4","Idomethine"
"657","4","Indomecol"
"658","4","Indoptic"
"659","4","Indoptol"
"660","4","Inflazon"
"661","4","Infrocin"
"662","4","Metartril"
"663","4","Methazine"
"664","4","Mikametan"
"665","4","Reumacide"
"666","4","Sadoreum"
"667","4","Dolovin"
"668","4","Inacid"
"669","4","Indacin"
"670","4","Indomed"
"671","4","Indomee"
"672","4","Lausit"
"673","4","Metacen"
"674","4","Mobilan"
"675","4","Indo-rectolmin"
"676","4","Indo-tablinen"
"677","4","Inteban sp"
"678","4","Indometacyna"
"679","4","Indometicina"
"680","4","Mezolin"
"681","4","Indo-Lemmon"
"682","4","Indocin Sr"
"683","4","Indometacina"
"684","4","Indometacinum"
"685","4","Dolcidium"
"686","4","Durametacin"
"687","4","Elmetacin"
"688","4","Indomethine"
"689","4","Indorektal"
"690","4","Catlep"
"691","4","Indoxen"
"692","4","Vonum"
"693","4","Indo-phlogont"
"694","4","Chibro-amuno"
"695","4","Indomet 140"
"696","4","Rheumacin LA"
"697","4","Osmosin"
"698","4","CCRIS 3502"
"699","4","HSDB 3101"
"700","4","NCI-C56144"
"701","4","UNII-XXE1CET956"
"702","4","CHEMBL6"
"703","4","CGIGDMFJXJATDK-UHFFFAOYSA-N"
"704","4","EINECS 200-186-5"
"705","4","MFCD00057095"
"706","4","IMN"
"707","4","BRN 0497341"
"708","4","XXE1CET956"
"709","4","MLS000069402"
"710","4","CHEBI:49662"
"711","4","CAS-53-86-1"
"712","4","NCGC00015562-18"
"713","4","Indmethacine"
"714","4","Indomethancin"
"715","4","Indomethegan"
"716","4","Arthrexin"
"717","4","Bonidin"
"718","4","Bonidon"
"719","4","Indameth"
"720","4","Indomod"
"721","4","Miametan"
"722","4","SMR000058195"
"723","4","Indomo"
"724","4","Flexin continus"
"725","4","Hicin"
"726","4","Chrono-indicid"
"727","4","Chrono-indocid"
"728","4","DSSTox_CID_740"
"729","4","Bonidon Gel"
"730","4","Dolcidium PL"
"731","4","Indo-Spray"
"732","4","Indolar SR"
"733","4","DSSTox_RID_75763"
"734","4","DSSTox_GSID_20740"
"735","4","Tivorbex"
"736","4","Aconip"
"737","4","Indocin-SR"
"738","4","Indochron E-R"
"739","4","Indocin (TN)"
"740","4","Aconip (TN)"
"741","4","Indomethacin (USP)"
"742","4","FLAM"
"743","4","NSC-77541"
"744","4","Indocid (pharmaceutical)"
"745","4","SR-01000000014"
"746","4","Indomethacin & MAP-30"
"747","4","Indocollyre"
"748","4","Indonol"
"749","4","Innamit"
"750","4","Inteban"
"751","4","4kyk"
"752","4","Indomethacin,(S)"
"753","4","Prestwick_597"
"754","4","Opera_ID_56"
"755","4","PubChem17620"
"756","4","Spectrum_000919"
"757","4","Tocris-1708"
"758","4","1z9h"
"759","4","Prestwick0_000272"
"760","4","Prestwick1_000272"
"761","4","Prestwick2_000272"
"762","4","Prestwick3_000272"
"763","4","Spectrum2_000970"
"764","4","Spectrum3_000468"
"765","4","Spectrum4_000018"
"766","4","Spectrum5_000868"
"767","4","Lopac-I-7378"
"768","4","MolMap_000032"
"769","4","UPCMLD-DP023"
"770","4","EC 200-186-5"
"771","4","I 7378"
"772","4","SCHEMBL9300"
"773","4","Lopac0_000692"
"774","4","Oprea1_686105"
"775","4","BSPBio_000144"
"776","4","BSPBio_001149"
"777","4","BSPBio_002176"
"778","4","KBioGR_000395"
"779","4","KBioGR_000489"
"780","4","KBioSS_000489"
"781","4","KBioSS_001399"
"782","4","KSC492C9L"
"783","4","MLS001074194"
"784","4","MLS006011845"
"785","4","ARONIS27005"
"786","4","BIDD:GT0132"
"787","4","DivK1c_000271"
"788","4","SPECTRUM1500350"
"789","4","SPBio_000979"
"790","4","SPBio_002363"
"791","4","BPBio1_000160"
"792","4","GTPL1909"
"793","4","DTXSID9020740"
"794","4","UPCMLD-DP023:001"
"795","4","BDBM17638"
"796","4","CGIGDMFJXJATDK-UHFFFAOYSA-"
"797","4","CTK3J2195"
"798","4","HMS500N13"
"799","4","KBio1_000271"
"800","4","KBio2_000489"
"801","4","KBio2_001399"
"802","4","KBio2_003057"
"803","4","KBio2_003967"
"804","4","KBio2_005625"
"805","4","KBio2_006535"
"806","4","KBio3_000897"
"807","4","KBio3_000898"
"808","4","KBio3_001396"
"809","4","KS-00000WRK"
"810","4","NINDS_000271"
"811","4","Bio2_000405"
"812","4","Bio2_000885"
"813","4","HMS1362I11"
"814","4","HMS1568H06"
"815","4","HMS1792I11"
"816","4","HMS1920F21"
"817","4","HMS1990I11"
"818","4","HMS2089N19"
"819","4","HMS2091N09"
"820","4","HMS2095H06"
"821","4","HMS2231J10"
"822","4","HMS3262K05"
"823","4","HMS3268A14"
"824","4","HMS3374F07"
"825","4","HMS3403I11"
"826","4","HMS3414N13"
"827","4","HMS3430L03"
"828","4","HMS3649K17"
"829","4","HMS3655O04"
"830","4","HMS3678N11"
"831","4","HMS3712H06"
"832","4","HMS3747K21"
"833","4","Pharmakon1600-01500350"
"834","4","ZINC601283"
"835","4","ACT02579"
"836","4","BCP18951"
"837","4","Tox21_113109"
"838","4","Tox21_201791"
"839","4","Tox21_300266"
"840","4","Tox21_500692"
"841","4","AC-532"
"842","4","ANW-42683"
"843","4","CCG-40186"
"844","4","LS-187"
"845","4","NSC757061"
"846","4","s1723"
"847","4","SBB057417"
"848","4","STL257874"
"849","4","AKOS000592893"
"850","4","Tox21_113109_1"
"851","4","CS-2242"
"852","4","DB00328"
"853","4","KS-5255"
"854","4","LP00692"
"855","4","MCULE-5636486088"
"856","4","NE11089"
"857","4","NSC-757061"
"858","4","RTR-019032"
"859","4","SDCCGSBI-0050670.P005"
"860","4","IDI1_000271"
"861","4","IDI1_002160"
"862","4","KS-000048I8"
"863","4","NCGC00015562-01"
"864","4","NCGC00015562-02"
"865","4","NCGC00015562-03"
"866","4","NCGC00015562-04"
"867","4","NCGC00015562-05"
"868","4","NCGC00015562-06"
"869","4","NCGC00015562-07"
"870","4","NCGC00015562-08"
"871","4","NCGC00015562-09"
"872","4","NCGC00015562-10"
"873","4","NCGC00015562-11"
"874","4","NCGC00015562-12"
"875","4","NCGC00015562-13"
"876","4","NCGC00015562-14"
"877","4","NCGC00015562-15"
"878","4","NCGC00015562-16"
"879","4","NCGC00015562-17"
"880","4","NCGC00015562-19"
"881","4","NCGC00015562-20"
"882","4","NCGC00015562-21"
"883","4","NCGC00015562-22"
"884","4","NCGC00015562-24"
"885","4","NCGC00015562-25"
"886","4","NCGC00024135-02"
"887","4","NCGC00024135-04"
"888","4","NCGC00024135-05"
"889","4","NCGC00024135-06"
"890","4","NCGC00024135-07"
"891","4","NCGC00024135-08"
"892","4","NCGC00024135-09"
"893","4","NCGC00024135-10"
"894","4","NCGC00024135-11"
"895","4","NCGC00024135-12"
"896","4","NCGC00024135-13"
"897","4","NCGC00024135-14"
"898","4","NCGC00024135-15"
"899","4","NCGC00254075-01"
"900","4","NCGC00259340-01"
"901","4","NCGC00261377-01"
"902","4","BP-30207"
"903","4","H911"
"904","4","HY-14397"
"905","4","LS-82147"
"906","4","NCI60_041708"
"907","4","SC-17536"
"908","4","SBI-0050670.P004"
"909","4","AB1009492"
"910","4","DB-052413"
"911","4","TR-019032"
"912","4","AB00052022"
"913","4","EU-0100692"
"914","4","FT-0603227"
"915","4","I0655"
"916","4","ST24039048"
"917","4","ST50320042"
"918","4","SW196768-5"
"919","4","BIM-0050670.0001"
"920","4","C01926"
"921","4","D00141"
"922","4","J10170"
"923","4","S00108"
"924","4","AB00052022-20"
"925","4","AB00052022-21"
"926","4","AB00052022_23"
"927","4","AB00052022_24"
"928","4","L000959"
"929","4","Q409231"
"930","4","Q-201239"
"931","4","SR-01000000014-2"
"932","4","SR-01000000014-4"
"933","4","SR-01000000014-6"
"934","4","BRD-K57222227-001-06-1"
"935","4","BRD-K57222227-001-18-6"
"936","4","BRD-K57222227-001-27-7"
"937","4","SR-01000000014-10"
"938","4","SR-01000000014-16"
"939","4","Z56784896"
"940","5","chlorpromazine"
"941","5","Thorazine"
"942","5","Largactil"
"943","5","Contomin"
"944","5","Chloropromazine"
"945","5","50-53-3"
"946","5","Chlorderazin"
"947","5","Aminazine"
"948","5","Chlorpromados"
"949","5","Fenactil"
"950","5","Megaphen"
"951","5","Propaphenin"
"952","5","2-Chloropromazine"
"953","5","Aminazin"
"954","5","Ampliactil"
"955","5","Fenaktyl"
"956","5","Largactyl"
"957","5","Phenactyl"
"958","5","Promactil"
"959","5","Promazil"
"960","5","Psychozine"
"961","5","Sanopron"
"962","5","Torazina"
"963","5","Wintermin"
"964","5","Elmarin"
"965","5","Esmind"
"966","5","Prozil"
"967","5","Proma"
"968","5","Chlor-Promanyl"
"969","5","Largactilothiazine"
"970","5","Chlorpromazin"
"971","5","Clorpromazina"
"972","5","Novomazina"
"973","5","Fraction AB"
"974","5","Chlorpromazinum"
"975","5","Amplictil"
"976","5","SKF 2601-A"
"977","5","Cromedazine"
"978","5","Plegomasine"
"979","5","Aminasine"
"980","5","Amplicitil"
"981","5","HL 5746"
"982","5","Thorazine Suppositories"
"983","5","BC 135"
"984","5","Chlor-PZ"
"985","5","CPZ"
"986","5","Chlorpromazine Tannate"
